char,waitau,hakka,notes
烤,hau1,kau3,
吼,hau1,hau1,
毃,hau1,kok5,
拷,hau1,kau3,
栲,hau2,kau3,
巧,hau2,kiau3,
攷,hau2,kau3,
考,hau2,kau3,
口,häu2,heu3,～氣
口,häu2,keu3,戶～
傚,hau6,hau4,
孝,hau1,hau4,
喉,häu4,heu2,
篌,häu4,heu2,
瘊,häu4,heu2,
猴,häu4,heu2,
侯,häu4,heu2,
鄇,häu4,heu2,
鯸,häu4,heu2,
餱,häu4,heu2,
鍭,häu4,heu2,
厚,häu1,heu4,
效,hau6,hau4,
詨,hau6,hau4,
恔,hau6,gau3,
校,gau1,gau4,～對
后,häu6,heu4,
堠,häu6,heu4,
後,häu6,heu4,
候,häu6,heu4,
郈,häu6,heu4,
鱟,häu6,heu4,
逅,häu6,heu4,
狶,hi1,hi1,
晞,hi1,hi1,
悕,hi1,hi1,
熙,hi1,hi1,
瓻,hi1,hi1,
欷,hi1,hi1,
曦,hi1,hi1,
噓,hi1,hi1,
熹,hi1,hi1,
睎,hi1,hi1,
希,hi1,hi1,
徯,hi1,hi1,
俙,hi1,hi1,
嬉,hi1,hi1,
嘻,hi1,hi1,
浠,hi1,hi1,
稀,hi1,hi1,
歔,hi1,hi1,
唏,hi1,hi1,
豨,hi1,hi1,
譆,hi1,hi1,
醯,hi1,hi1,
絺,hi1,hi1,
娭,hi1,hi1,
禧,hi1,hi1,
煦,hi1,hi1,
喣,hi1,hi1,
欺,hi1,ki1,
僛,hi1,ki1,
榿,hi1,ki1,
犧,hi1,hi1,
羲,hi1,hi1,
喜,hi2,hi3,
芑,hi2,hi3,
蟢,hi2,hi3,
僖,hi2,hi3,
屺,hi2,hi3,
豈,hi2,ki3,
歖,hi2,hi3,
起,hi2,hi3,
戲,hi1,hi4,
气,hi1,hi4,
氣,hi1,hi4,
屭,hi1,hi4,
棄,hi1,hi4,
餼,hi1,hi4,
咥,hi1,hi4,（大笑）
器,hi1,hi4,
甈,hi1,hi4,
汽,hi1,ki4,
呬,hi1,hi4,
憩,hi1,hi4,
喫,hek2,ket5,
吃,hek2,ket5,～～
輕,häng1,kiang1,～重
謙,him1,kiam1,
杴,him1,kiam1,
獫,him2,hiam3,
玁,him2,hiam3,
險,him2,hiam3,
嗛,him2,kiam3,
傔,him1,kiam4,
欠,him1,kiam4,
芡,him1,kiam4,
掀,hing1,hien1,
祆,hing1,hien1,
鶱,hing1,hien1,
軒,hing1,hien1,
搴,hing1,ken1,
攐,hing1,ken1,
掔,hing1,ken1,
騫,hing1,ken1,
牽,hing1,kien1,
幰,hing2,hien3,
顯,hing2,hien3,
蜆,hing2,han3,
愆,hing2,ken3,
遣,hing2,kien3,
繾,hing2,kien3,
譴,hing2,kien3,
衍,hing2,yen3,
甗,hing1,hien4,
憲,hing1,hien4,
獻,hing1,hien4,
輕,häng1,kiang1,～佻
馨,häng1,hin1,
興,häng1,hin1,～盛
兄,häng1,hiung1,
卿,häng1,kin1,
磬,häng1,kin4,
漀,häng1,kin4,
罄,häng1,kin1,
氫,häng1,hin1,
蛵,häng1,hin1,
興,häng1,hin4,高～
慶,häng1,kin4,
謦,häng1,kin4,
怯,hip2,kiap5,
協,hip2,hiap6,
拹,hip2,hiap6,
愶,hip2,hiap6,
脅,hip2,hiap5,
挾,hip2,hiap6,
慊,hip2,kiap5,
歉,hip2,kiap5,
愜,hip2,giap5,
猲,hik2,hiet5,
歇,hik2,hiet5,
蠍,hik2,hiet5,
蝎,hik2,hiet5,
挈,hik2,kiet5,
歊,hiu1,hiau1,
梟,hiu1,hiau1,
儌,hiu1,hiau1,
痚,hiu1,hiau1,
僥,hiu1,hiau1,
囂,hiu1,hiau1,
膮,hiu1,hiau1,
徼,hiu1,hiau1,～倖
鴞,hiu1,hiau1,
呺,hiu1,hiau1,
橇,hiu1,kiau1,
蹺,hiu1,kiau1,
曉,hiu2,hiau3,
竅,hiu1,kiau4,
呵,ho1,ho1,
苛,ho1,ko1,
訶,ho1,ko1,
靴,hö1,hio1,
閜,ho2,ko3,～砢
何,ho2,ho2,
坷,ho2,ko3,
可,ho2,ko3,
魺,ho4,ho2,
河,ho4,ho2,
渮,ho4,ho2,
蚵,ho4,ho2,
荷,ho4,ho2,
賀,ho6,fo4,
開,fui1,hoi1,～門
開,fui1,koi1,～始
墟,hü1,hi1,
訏,hü1,hi1,
虛,hü1,hi1,
呴,hü1,hi1,
吁,hü1,hi1,
盱,hü1,hi1,
海,fui2,hoi3,
醢,fui2,hoi3,
凱,fui2,koi3,
剴,fui2,koi3,
塏,fui2,koi3,
磑,fui2,koi3,
闓,fui2,koi3,
鎧,fui2,koi3,
愷,fui2,kai3,
欨,hü2,hi1,
冔,hü2,hi3,
姁,hü2,hi3,
栩,hü2,hi3,
許,hü2,hi3,
詡,hü2,hi3,
顗,fui2,koi3,
去,hü1,hi4,
頦,fui4,hoi2,
亥,fui6,hoi4,
害,fui6,hoi4,
氦,fui6,hoi4,
佫,hok2,hok5,
愨,hok2,kok5,
熇,hok2,kok5,
殼,hok2,hok5,
學,hok6,hok6,
澩,hok6,hok6,
鶴,hok6,hok6,
鷽,hok6,hok6,
翯,hok6,hok6,
貉,hok6,hok6,
謞,hok6,kok5,
刊,fung1,kan1,
看,fung1,kon4,～更
蔊,fung6,hon4,
侃,fung2,kan3,
罕,fung2,hon3,
熯,fung1,hon4,
漢,fung1,hon4,
暵,fung1,hon4,
厂,fung1,hon4,
衎,fung1,kon4,
看,fung1,kon4,～到
犴,fung4,hon4,（駝鹿）
邯,fung4,hon2,～鄲
寒,fung4,hon2,
韓,fung4,hon2,
頇,fung4,hon2,
鼾,fung4,hon2,
馯,fung4,hon2,
豻,fung4,gon1,（駝鹿）
旱,fung1,hon1,
睅,fung1,hon3,
銲,fung1,hon4,
駻,fung1,hon4,
捍,fung1,hon4,
瀚,fung6,hon4,
汗,fung6,hon4,
釬,fung6,hon4,
閈,fung6,hon4,
翰,fung6,hon4,
雗,fung6,hon4,
鳱,fung6,hon4,（候鳥名）
扞,fung6,hon4,
焊,fung6,hon4,
悍,fung6,hon4,
恇,hong1,kiong1,
劻,hong1,kiong1,
眶,hong1,kiong1,
匡,hong1,kiong1,
筐,hong1,kiong1,
椌,hong1,kiong1,
洭,hong1,kiong1,
腔,hong1,kiong1,
康,hong1,kong1,
糠,hong1,hong1,
薌,höng1,hiong1,
香,höng1,hiong1,
膷,höng1,hiong1,
鄉,höng1,hiong1,
慷,hong2,kong3,
享,höng2,hiong3,
饗,höng2,hiong3,
蠁,höng2,hiong3,
響,höng2,hiong3,
餉,höng2,hiong3,
晌,höng2,song3,
饟,höng2,hiong3,
炕,hong1,kong4,
伉,hong1,kong4,
閌,hong1,kong4,
曏,höng1,hiong4,
向,höng1,hiong4,
嚮,höng1,hiong4,
行,hong4,hong2,銀～
杭,hong4,hong2,
迒,hong4,hong2,
航,hong4,hong2,
頏,hong4,hong2,
吭,hong4,hong2,引～高歌
降,hong4,hong2,投～
沆,hong4,hong2,
笐,hong4,hong2,
巷,hong6,hong4,
項,hong6,hong4,
衖,hong6,hong4,
渴,fuk2,hot5,
喝,fuk2,hot5,
曷,fuk2,hot5,
毼,fuk2,hot5,
褐,fuk2,hot5,
鞨,fuk2,hot5,
鶡,fuk2,hot5,
鰝,häu1,hau1,
薅,häu1,gau1,
暠,häu1,hau1,
蒿,häu1,gau1,
好,häu2,hau3,～壞
秏,häu1,hau4,
耗,häu1,hau4,
好,häu1,hau4,～動
壕,häu4,hau2,
毫,häu4,hau2,
豪,häu4,hau2,
譹,häu4,hau2,
蠔,häu4,hau2,
嗥,häu4,hau2,
嚎,häu4,hau2,
濠,häu4,hau2,
皞,häu6,hau4,
昊,häu6,hau4,
號,häu6,hau4,
悎,häu6,hau3,
滈,häu6,hau3,
皓,häu6,hau3,
顥,häu6,hau3,
鎬,häu6,hau3,
灝,häu6,hau3,
浩,häu6,hau3,
皜,häu6,hau4,
哭,huk2,kuk5,
斛,huk6,fuk6,
焀,huk6,fuk6,
槲,huk6,fuk6,
酷,häu6,kuk6,
鵠,huk6,fuk5,鴻～（鳥名）
塤,hüng1,hiun1,
壎,hüng1,hiun1,
圈,hüng1,kien1,
弮,hüng1,kien1,
棬,hüng1,kien1,
畎,hüng2,kien3,
犬,hüng2,kien3,
牶,hüng1,kien4,
楥,hüng1,hien4,
券,hüng1,kien4,
勸,hüng1,kien4,
絢,hüng1,hien4,
兇,hung1,hiung1,
洶,hung1,hiung1,
凶,hung1,hiung1,
匈,hung1,hiung1,
恟,hung1,hiung1,
胸,hung1,hiung1,
倥,hung1,kung1,
崆,hung1,kung1,
悾,hung1,kung1,
箜,hung1,kung1,
空,hung1,fung1,～出來
空,hung1,kung1,～氣
硿,hung1,kung1,
嗊,hung2,fung3,
恐,hung2,kiung3,
孔,hung2,kung3,
灴,hung1,fung2,
訌,hung1,fung2,
汞,hung1,fung3,
哄,hung1,fung3,
蕻,hung1,fung4,
控,hung1,kung4,
鞚,hung1,kung4,
羾,hung4,fung2,
紅,hung4,fung2,
洪,hung4,fung2,
烘,hung4,fung2,
黌,hung4,fung2,
虹,hung4,fung2,
葒,hung4,fung2,
鴻,hung4,fung2,
雄,hung4,hiung2,
熊,hung4,yung2,
澒,hung6,fung3,
鬨,hung6,fung4,
血,hük2,hiet5,
吷,hük2,hiet5,
卡,ka1,ka1,～車
鸂,käi1,kai1,
溪,käi1,kai1,
稽,käi1,ki1,無～
嵇,käi1,hi1,
谿,käi1,kai1,
楷,kai2,kai3,（樹木名）
稽,käi2,ki3,～首
棨,käi2,ki3,
啟,käi2,ki3,
綮,käi2,ki3,
罊,käi1,ke4,
栔,käi1,ke4,
契,käi1,ke4,
瘈,käi1,ke4,
庈,käm1,kim1,
衿,käm1,kim1,
衾,käm1,kim1,
襟,käm1,kim1,
禁,gäm1,gim1,（耐用、頂得住）
檎,käm4,kim2,
擒,käm4,kim2,
琴,käm4,kim2,
禽,käm4,kim2,
噙,käm4,kim2,
芩,käm4,kim2,
妗,käm1,kim1,
勤,käng4,kiun2,
芹,käng4,kiun2,
慬,käng4,kiun2,
近,käng1,kiun1,住得～
裉,käng1,ken4,
极,käp2,kip5,
笈,käp2,kip5,
汲,käp2,kip5,
級,käp2,kip5,
吸,käp2,kip5,
岌,käp2,kip5,
伋,käp2,kip5,
給,käp2,gip5,
扱,käp2,kip5,（收斂）
及,käp6,kip6,
卡,kæk2,kat6,～片
咳,käk2,ket5,
鳩,käu1,giu1,
溝,käu1,geu1,
篝,käu1,geu1,
摎,käu1,lau1,
韝,käu1,geu1,
艽,käu1,giu1,
彄,käu1,keu1,
摳,käu1,keu1,
鬮,käu1,kiu1,
芤,käu1,keu1,
朻,käu1,kiu2,
靠,kau1,kau4,
叩,käu1,keu4,
寇,käu1,keu4,
簆,käu1,keu4,
怐,käu1,keu4,
扣,käu1,keu4,
鷇,käu1,keu4,
釦,käu1,keu4,
佝,käu1,keu4,
銬,käu1,keu4,
朹,käu4,kiu2,
球,käu4,kiu2,
梂,käu4,kiu2,
璆,käu4,kiu2,
毬,käu4,kiu2,
俅,käu4,kiu2,
求,käu4,kiu2,
莍,käu4,kiu2,
裘,käu4,kiu2,
逑,käu4,kiu2,
銶,käu4,kiu2,
虯,käu4,kiu2,
蛷,käu4,kiu2,
絿,käu4,kiu2,
觩,käu4,kiu2,
捄,käu4,kiu2,
仇,cäu4,ciu2,姓氏
訄,käu4,kiu2,
臼,käu1,kiu1,
舅,käu1,kiu1,
麔,käu1,kiu4,
茄,kö4,kio2,番～
瘸,kö4,kio2,
岐,ki1,ki1,
崎,ki1,ki1,
畸,ki1,ki1,
驥,ki1,gi3,
亟,ki1,ki4,（屢次）
歧,ki4,ki1,
祁,ki4,ki2,
娸,ki4,ki2,
忯,ki4,ki2,
其,ki4,ki2,
稘,ki4,ki2,
琪,ki4,ki2,
耆,ki4,ki2,
碕,ki4,ki2,
期,ki4,ki2,
圻,ki4,ki2,
琦,ki4,ki2,
淇,ki4,ki2,
旗,ki4,ki2,
祈,ki4,ki2,
奇,ki4,ki2,
攲,ki4,ki2,
旂,ki4,ki2,
溰,ki4,ki2,
棋,ki4,ki2,
蘄,ki4,ki2,
麒,ki4,ki2,
蜞,ki4,ki2,
魌,ki4,ki2,
軝,ki4,ki2,
蚚,ki4,ki2,
踑,ki4,ki2,
頎,ki4,ki2,
鶀,ki4,ki2,
藄,ki4,ki2,
鰭,ki4,ki2,
觭,ki4,ki2,
踦,ki4,ki2,
肵,ki4,ki2,
鬐,ki4,ki2,
蚑,ki4,ki2,
萁,ki4,ki2,豆～
綦,ki4,ki2,
祇,ki4,ki2,神～
騎,ki4,ki2,
騏,ki4,ki2,
錡,ki4,ki3,
祺,ki1,ki2,
企,ki1,ki1,
徛,ki1,ki1,
冀,ki1,gi3,
暨,ki1,ki1,
屐,kek6,kiak6,
劇,kek6,kiak6,
拑,kim4,kiam2,
箝,kim4,kiam2,
鈐,kim4,kiam2,
鉗,kim4,kiam2,
黔,kim4,kiam2,
犍,king4,kien2,～為（地名）
墘,king4,kien2,
虔,king4,kien2,
乾,king4,kien2,～隆
寋,king4,kien3,
揵,king4,kien2,
傾,käng1,kin1,
擎,käng4,kiang2,
檠,käng4,kiang2,
瓊,käng4,kiun2,
煢,käng4,kiun2,
惸,käng4,kiun2,
鯨,käng4,kin1,
凝,käng4,ken2,～硬
頃,käng1,ken3,
揭,gik2,giet5,
楬,kik2,giet5,
碣,kik2,giet5,
襭,kik2,giet5,
藒,kik2,giet5,
詰,kik2,giet5,
蛣,kik2,giet5,
羯,kik2,giet5,
絜,kik2,giet5,
朅,kik2,kiet5,
硈,kik2,kat5,
劼,kik2,giet5,
褉,kik2,giet5,
鍥,kik2,kiet5,
竭,kik2,kiet5,
洯,kik2,giet5,
頡,kik2,giet5,
訐,kik2,giet5,
荍,kiu4,kiau1,
僑,kiu4,kiau2,
橋,kiu4,kiau2,
喬,kiu4,kiau2,
趫,kiu4,kiau2,
蕎,kiu4,kiau2,
翹,kiu4,kiau2,
嶠,kiu4,kiau2,
皛,kiu1,kiau1,
祛,kü1,ki1,
抾,kü1,ki1,
區,kü1,ki1,
傴,kü1,ki1,
嶇,kü1,ki1,
阹,kü1,ki1,
胠,kü1,ki1,
軀,kü1,ki1,
袪,kü1,ki1,
魼,kü1,ki1,
驅,kü1,ki1,
呿,kü1,ki1,
俱,kü1,ki1,
拘,kü1,ki1,
駒,kü1,ki1,
概,kwui1,kai3,
愾,kwui1,koi3,
丐,kwui1,goi4,
慨,kwui1,koi4,
概,kwui1,kai3,
溉,kwui1,goi4,
鈣,kwui1,goi4,
愒,kwui1,koi4,
胊,kü4,ki2,
欋,kü4,ki1,
氍,kü4,ki1,
鴝,kü4,ki2,
衢,kü4,ki2,
臞,kü4,ki1,
劬,kü4,ki2,
磲,kü4,ki2,
渠,kü4,ki2,
璩,kü4,ki2,
蕖,kü4,ki2,
籧,kü4,ki2,
蘧,kü4,ki2,
瞿,kü4,ki3,
絇,kü4,ki1,
翑,kü4,ki2,
豦,kü4,ki2,
鐻,kü4,ki2,（耳環）
佢,kü1,gi2,
距,kü1,ki3,
岠,kü1,ki3,
拒,kü1,ki3,
愘,kok2,ka4,
髂,kok2,ka4,
壑,kok2,kok5,
確,kok2,kok5,
榷,kok2,kok5,
涸,kok2,kok5,
郝,kok2,kok5,
硞,kok2,kok6,
礐,kok2,kok5,
搉,kok2,kok5,
恪,kok2,kok5,
卻,kök2,kiok5,
臄,kök2,kiok5,
噱,kök6,kiok5,
亢,kong1,kong4,
犺,kong1,kong3,
匟,kong1,kong4,
抗,kong1,kong4,
強,köng4,kiong2,～壯
襁,köng1,giong3,
繈,köng1,giong3,
強,köng1,kiong3,勉～
賄,kwui2,fui4,
曲,kuk2,kiuk5,
蛐,kuk2,kiuk5,
踡,küng4,kien2,
鬈,küng4,kien2,
蜷,küng4,kien2,
顴,küng4,kien2,
惓,küng4,kien2,
拳,küng4,kien2,
權,küng4,kien2,
桏,kung4,kiung2,
筇,kung4,kiung2,
窮,kung4,kiung2,
蛩,kung4,kiung2,
邛,kung4,kiung2,
跫,kung4,kiung2,
藭,kung4,kiung2,
銎,kung4,kiung2,
鴃,kük2,giet5,
蕨,kük2,giet5,
決,kük2,giet5,
孑,kük2,giet5,
玦,kük2,giet5,
抉,kük2,giet5,
憰,kük2,giet5,
趹,kük2,giet5,
訣,kük2,giet5,
芵,kük2,giet5,
觖,kük2,giet5,
駃,kük2,giet5,
噘,kük2,ket5,
劂,kük2,ket5,
嶡,kük2,ket5,
欬,kük2,ket5,
瘚,kük2,ket5,
蟨,kük2,ket5,
闋,kük2,ket5,
缺,kük2,kiet5,
蹶,kük2,kiet5,一～不振
獗,kük2,kiet5,
厥,kük2,kiet5,
孓,kük2,kiet5,
闕,kük2,kiet5,
撅,kük2,kiet5,
姱,kwa1,ka1,
夸,kwa1,ka1,
侉,kwa1,ka1,
誇,kwa1,ka1,
跨,kwa1,ka1,
胯,kwa1,ka1,
垮,kwa1,ka1,
盔,kwäi1,kui1,
虧,kwäi1,kui1,
槻,kwäi1,gui1,
摫,kwäi1,gui1,
嫢,kwäi1,gui1,
窺,kwäi1,gui1,
規,kwäi1,gui1,
頍,kwäi2,kui3,
跬,kwäi2,gui3,
蠵,kwäi4,hi1,
酅,kwäi4,hi1,
畦,kwäi4,gui1,
鑴,kwäi4,gui1,
雟,kwäi4,hi1,
揆,kwäi4,kui2,
睽,kwäi4,kui2,
戣,kwäi4,kui2,
暌,kwäi4,kui2,
聧,kwäi4,kui2,
馗,kwäi4,kui2,
逵,kwäi4,kui2,
騤,kwäi4,kui2,
葵,kwäi4,kui2,
攜,kwäi4,hi1,
愧,kwäi1,kui3,
媿,kwäi1,kui3,
焜,kwäng1,fun3,
昆,kwäng1,kun1,
琨,kwäng1,kun1,
崑,kwäng1,kun1,
坤,kwäng1,kun1,
惃,kwäng1,kun1,
鯤,kwäng1,kun1,
錕,kwäng1,kun1,
菌,kwäng2,kiun3,
悃,kwäng2,kun3,
壼,kwäng2,kun3,
捆,kwäng2,kun3,
裍,kwäng2,kun3,
綑,kwäng2,kun3,
梱,kwäng2,kun3,
閫,kwäng2,kun3,
捃,kwäng2,kiun3,
窘,kwäng1,kiun3,
睏,kwäng1,kun4,
困,kwäng1,kun4,
群,kwäng4,kiun2,
裙,kwäng4,kiun2,
麇,kwäng4,kun4,
羣,kwäng4,kiun2,
莙,kwäng4,kiun2,
箘,kwäng1,kiun3,
框,kwæng1,kiong1,
逛,kwæng1,kong3,
廓,kwok2,kok5,
擴,kwok2,kok5,
懭,kwong1,kong3,
壙,kwong1,kong3,
纊,kwong1,kong4,
穬,kwong1,kang3,
獷,kwong1,kang3,
礦,kwong1,kang3,
鄺,kwong1,gong3,
曠,kwong1,kong4,
狂,kwong4,kong2,
誑,kwong4,kong2,
俇,kwong4,kong3,
箍,kwu1,ku1,
繢,kwui2,kui3,
劊,kwui2,kai4,
禬,kwui2,kai4,
旝,kwui2,kai4,
獪,kwui2,kai4,
澮,kwui2,kai4,
儈,kwui2,kai4,
檜,kwui2,kai4,
膾,kwui2,kai4,
鱠,kwui2,kai4,
鄶,kwui2,kai4,
繪,kwui2,kui4,
潰,kwui2,kui4,
聵,kwui2,kui4,
廥,kwui1,kai4,
襘,kwui1,kai4,
嬇,kwui1,kui4,
憒,kwui1,kui4,
豁,kwuk2,hot5,
筈,kwuk2,gat5,
括,kwuk2,gat5,
栝,kwuk2,gat5,
佸,kwuk2,gat5,
聒,kwuk2,gat5,
蛞,kwuk2,gat5,
适,kwuk2,gat5,（疾速）
鴰,kwuk2,gat5,
喇,la1,la1,～嘛
啦,la1,la1,
喇,la1,la2,～叭
罅,la1,la4,
藞,la1,la3,
孻,lai1,lai1,
拉,lai1,lai1,
癩,lai1,lai4,～瘡
黧,läi4,li2,
犁,läi4,lai2,
黎,läi4,lai2,
藜,läi4,lai2,
禮,läi1,li1,
澧,läi1,li4,
豊,läi1,li3,
蠡,läi1,li1,
醴,läi1,ti3,
籟,lai6,lai4,
瀨,lai6,lai4,
賴,lai6,lai4,
藾,lai6,lai4,
荔,läi6,lai1,～果（客家話：～枝）
荔,läi6,lai4,（人名音）
濿,läi6,li4,
砅,läi6,li4,
癘,läi6,li4,
勵,läi6,li4,
礪,läi6,li4,
儷,läi6,li4,
糲,läi6,li4,
例,läi6,li4,
厲,läi6,li4,
麗,läi6,li4,
邐,läi6,li4,
捩,läi6,lui4,～琵琶
蠣,läi6,li4,
泐,läk6,let6,
竻,läk6,let5,
肋,läk6,lak6,
阞,läk6,let6,
勒,läk6,let5,
攬,lam2,lam3,
欖,lam2,lam3,
婪,lam4,lam2,
籃,lam4,lam2,
嵐,lam4,lam2,
襤,lam4,lam2,
藍,lam4,lam2,
箖,läm4,lim2,
琳,läm4,lim2,
痳,läm4,lim2,
林,läm4,lim2,
淋,läm4,lim2,
臨,läm4,lim2,
霖,läm4,lim2,
壈,lam1,lam3,
覽,lam1,lam4,
濫,lam1,lam4,
懍,läm1,lim3,
檁,läm1,lim3,
菻,läm1,lim3,
凜,läm1,lim3,
檻,lam6,kiam1,門～
艦,lam6,lam4,
爁,lam6,lam3,
纜,lam6,lam4,
攔,læng4,lan2,
瀾,læng4,lan2,
欄,læng4,lan2,
斕,læng4,lan2,
籣,læng4,lan2,
讕,læng4,lan2,
襴,læng4,lan2,
蘭,læng4,lan2,
躝,læng4,lan2,
鑭,læng4,lan2,
闌,læng4,lan2,
懶,læng1,lan1,
爛,læng6,lan4,
冷,læng1,lang1,
苙,läp2,lip6,
笠,läp2,lip5,
垃,lap6,lap5,
蠟,lap6,lap6,
鑞,lap6,lap6,
臘,lap6,lap6,
腊,lap6,lap6,（＝臘）
砬,läp6,lip6,
岦,läp6,lip6,
立,läp6,lip6,
鴗,läp6,lip6,
擸,lap6,lap6,
甩,läk2,lot5,
癩,læk2,lat5,～痢
瘌,læk2,lat6,
剌,læk2,lat6,
辣,læk6,lat6,
摟,läu1,leu1,～錢
褸,läu1,leu1,大～
懰,läu2,liu3,
嘍,läu1,leu4,～狗
撈,läu4,leu2,打～
窶,läu4,leu2,甌～
僂,läu4,leu2,
樓,läu4,leu2,
慺,läu4,leu2,
謱,läu4,leu2,
髏,läu4,leu2,
蔞,läu4,leu2,
螻,läu4,leu2,
艛,läu4,leu2,
耬,läu4,leu2,
摟,läu4,leu2,（牽引）
嘍,läu4,leu2,～囉
塿,läu4,leu2,（墳頭）
琉,läu4,liu2,
榴,läu4,liu2,
流,läu4,liu2,
旒,läu4,liu2,
瘤,läu4,liu2,
劉,läu4,liu2,
硫,läu4,liu2,
留,läu4,liu2,
瀏,läu4,liu2,
遛,läu4,liu2,
鎏,läu4,liu2,
蟉,läu4,liu2,
鏐,läu4,liu2,
騮,läu4,liu2,
鶹,läu4,liu2,
婁,läu4,leu2,
飂,läu4,leu2,
摟,läu1,leu3,～抱
簍,läu1,leu3,
嶁,läu1,leu3,
漊,läu1,leu3,
塿,läu1,leu1,培～
縷,läu1,leu3,
鏤,läu1,leu3,
褸,läu1,leu3,衣衫襤～
柳,läu1,liu3,
綹,läu1,liu3,
罶,läu1,liu3,
瘺,läu6,leu4,
漏,läu6,leu4,
陋,läu6,leu4,
塯,läu6,liu4,
廇,läu6,liu4,
溜,läu6,liu4,
霤,läu6,liu4,
餾,läu6,liu4,
鷚,läu6,liu4,
翏,läu6,liu4,
哩,le1,le1,（語氣詞）
喱,li1,li1,
樆,li4,li2,
璃,li4,li2,
犛,li4,li2,
漦,li4,li2,
厘,li4,li2,
籬,li4,li2,
漓,li4,li2,
氂,li4,li2,
孋,li4,li2,
狸,li4,li2,
篱,li4,li2,
梨,li4,li2,
嫠,li4,li2,
离,li4,li2,
釐,li4,li2,
醨,li4,li2,
鱺,li4,li2,
鸝,li4,li2,
螭,li4,li2,
蘺,li4,li2,
謧,li4,li2,
褵,li4,li2,
縭,li4,li2,
貍,li4,li2,
罹,li4,li2,
驪,li4,li2,
離,li4,li2,
魑,li4,li2,
理,li1,li1,
鯉,li1,li1,
娌,li1,li3,
李,li1,li3,
俚,li1,li1,
里,li1,li1,
哩,li1,li1,（英里）
履,lü1,li1,
浬,li1,li1,
利,li6,li4,
唎,li6,li4,
吏,li6,li4,
痢,li6,li4,
俐,li6,li4,
蒞,li6,li4,
蜊,li6,li4,
詈,li6,li4,
莉,li6,li4,
酈,läk6,lit6,
纚,li4,li2,
靚,leng1,liang4,（漂亮）
鯪,läng4,lang2,
靈,läng4,liang2,菩薩好～
嶺,leng1,liang1,粉～
領,leng1,liang1,衣～
壢,läk2,lak5,
櫟,läk2,lit6,
礫,läk2,lit6,
瀝,läk2,lak5,河～、～源（地名）
瓅,läk2,lit6,
櫪,läk2,lit6,
轢,läk2,lit6,
躒,läk2,lit6,
靂,läk2,lit6,
曆,läk6,lak6,
歷,läk6,lit6,
藶,läk6,let6,
擽,läk6,liok6,
皪,läk6,lit6,
屴,läk6,lit6,
秝,läk6,lit6,
瀝,läk6,lit6,～青
力,läk6,lit6,
轣,läk6,lit6,
嚦,läk6,lit6,
仂,läk6,lit6,
磏,lim4,liam2,
奩,lim4,liam2,
簾,lim4,liam2,
帘,lim4,liam2,
廉,lim4,liam2,
濂,lim4,liam2,
鐮,lim4,liam2,
譧,lim4,liam2,
薟,lim4,liam2,白～
襝,lim4,liam2,
溓,lim4,liam2,
歛,lim1,ham4,
羷,lim1,giam3,
臉,lim1,liam3,
斂,lim1,liam3,
殮,lim1,liam4,
瀲,lim6,liam4,
漣,ling4,lien2,
鰱,ling4,lien2,
褳,ling4,lien2,
蓮,ling4,lien2,
連,ling4,lien2,
僆,ling4,lien2,
鏈,ling4,lien2,
槤,ling4,lien2,
憐,ling4,lien2,
攆,ling1,lien3,
璉,ling1,lien3,
輦,ling1,lien3,
湅,ling6,lien4,
煉,ling6,lien4,
摙,ling6,lien4,
楝,ling6,lien4,
練,ling6,lien4,
鍊,ling6,lien4,
拎,läng1,lang2,
聆,läng4,lin2,
鈴,läng4,lang2,
零,läng4,lang2,～星、～度
零,läng4,lin2,凋～
玲,läng4,lin2,
凌,läng4,lin2,
睖,läng4,lin2,
稜,läng4,lin2,
崚,läng4,lin2,
笭,läng4,lin2,
欞,läng4,lin2,
瓴,läng4,lin2,
囹,läng4,lin2,
棱,läng4,lin2,
楞,läng4,lin2,
淩,läng4,lin2,
輘,läng4,lin2,
霝,läng4,lin2,
櫺,läng4,lin2,
舲,läng4,lin2,
綾,läng4,lin2,
靈,läng4,lin2,～活、幽～
薐,läng4,lin2,
鴒,läng4,lin2,
翎,läng4,lin2,
菱,läng4,lin2,
羚,läng4,lin2,
陵,läng4,lin2,
蛉,läng4,lin2,
苓,läng4,lin2,
齡,läng4,lin2,
伶,läng4,lin2,
倰,läng4,lin2,
柃,läng4,lin2,
嶺,läng1,liang3,～南
領,läng1,liang1,～先
另,läng6,lang4,
令,läng6,lin4,
愣,läng6,lin4,
儠,lip6,liap6,
獵,lip6,liap6,
躐,lip6,liap6,
鬣,lip6,liap6,
邋,lip6,liap6,
咧,lik6,liet6,
烈,lik6,liet6,
洌,lik6,liet6,
冽,lik6,liet6,
栵,lik6,liet6,
列,lik6,liet6,
颲,lik6,liet6,
鴷,lik6,liet6,
趔,lik6,liet6,
裂,lik6,liet6,
茢,lik6,liet6,
捩,lik6,liet6,轉～點
蓼,liu2,liau3,～花
潦,liu4,liau3,～草
簝,liu4,liau2,
漻,liu4,liau2,
寥,liu4,liau2,
憭,liu4,liau2,
寮,liu4,liau2,
嘹,liu4,liau2,
僚,liu4,liau2,
敹,liu4,liau2,
撩,liu4,liau2,
暸,liu4,liau2,
憀,liu4,liau2,
屪,liu4,liau2,
嫽,liu4,liau2,
