char	jyutping	freq
地方法院	dei6 fong1 faat3 jyun2	1669
法理	faat3 lei5	1669
用意	jung6 ji3	1669
泥頭	nai4 tau4	1669
首府	sau2 fu2	1669
閃婚	sim2 fan1	1669
選拔	syun2 bat6	1669
展期	zin2 kei4	1669
罷休	baa6 jau1	1668
出人意表	ceot1 jan4 ji3 biu2	1668
決不	kyut3 bat1	1668
鐵枝	tit3 zi1	1668
部件	bou6 gin2	1667
餐枱	caan1 toi2	1667
寄養	gei3 joeng5	1667
言下之意	jin4 haa6 zi1 ji3	1667
哪怕	naa5 paa3	1667
收到風	sau1 dou2 fung1	1667
震怒	zan3 nou6	1667
情書	cing4 syu1	1666
觀禮	gun1 lai5	1666
開年	hoi1 nin4	1666
及膝	kap6 sat1	1666
滿月	mun5 jyut2	1666
述職	seot6 zik1	1666
爭光	zang1 gwong1	1666
滿月	mun5 jyut6	1666
避孕套	bei6 jan6 tou3	1665
顯出	hin2 ceot1	1665
蓮藕	lin4 ngau5	1665
圍捕	wai4 bou6	1665
變奏	bin3 zau3	1664
動容	dung6 jung4	1664
感覺上	gam2 gok3 soeng6	1664
檢察	gim2 caat3	1663
海綿	hoi2 min4	1663
有請	jau5 ceng2	1663
互通	wu6 tung1	1663
千禧	cin1 hei1	1662
愛意	oi3 ji3	1662
偷懶	tau1 laan5	1662
在座	zoi6 zo6	1662
作大	zok3 daai6	1662
鼻樑	bei6 loeng4	1661
蜆殼	hin2 hok3	1661
興高采烈	hing3 gou1 coi2 lit6	1661
由始至終	jau4 ci2 zi3 zung1	1661
拍手	paak3 sau2	1661
動脈	dung6 mak6	1660
河畔	ho4 bun6	1660
音量	jam1 loeng6	1660
英俊	jing1 zeon3	1660
癒合	jyu6 hap6	1660
夢寐以求	mung6 mei6 ji5 kau4	1660
五花八門	ng5 faa1 baat3 mun4	1660
心碎	sam1 seoi3	1660
茶座	caa4 zo6	1659
全校	cyun4 haau6	1659
倚靠	ji2 kaau3	1659
懶惰	laan5 do6	1659
悶熱	mun6 jit6	1659
責備	zaak3 bei6	1659
周街	zau1 gaai1	1659
盡責	zeon6 zaak3	1659
作答	zok3 daap3	1659
中印	zung1 jan3	1659
有平	jau5 peng4	1658
潰爛	kui2 laan6	1658
先河	sin1 ho4	1658
天色	tin1 sik1	1658
餵奶	wai3 naai5	1658
暗角	am3 gok3	1657
解鎖	gaai2 so2	1657
桌面	coek3 min2	1656
蜜運	mat6 wan6	1656
名著	ming4 zyu3	1656
細細個	sai3 sai3 go3	1656
水龍頭	seoi2 lung4 tau4	1656
歲晚	seoi3 maan5	1656
睇相	tai2 soeng3	1656
威風	wai1 fung1	1656
渾身解數	wan6 san1 gaai2 sou3	1656
北美洲	bak1 mei5 zau1	1655
理直氣壯	lei5 zik6 hei3 zong3	1655
失散	sat1 saan3	1655
脱身	tyut3 san1	1655
大日子	daai6 jat6 zi2	1654
剛果	gong1 gwo2	1654
血路	hyut3 lou6	1654
私事	si1 si6	1654
紓解	syu1 gaai2	1654
當政	dong1 zing3	1653
獨到	duk6 dou3	1653
刊憲	hon2 hin3	1653
爛賭	laan6 dou2	1653
細蚊	sai3 man1	1653
運算	wan6 syun3	1653
電流	din6 lau4	1652
刀片	dou1 pin2	1652
趕住	gon2 zyu6	1652
滿口	mun5 hau2	1652
外甥	ngoi6 sang1	1652
爬山	paa4 saan1	1652
病痛	beng6 tung3	1651
打牌	daa2 paai2	1651
訴諸	sou3 zyu1	1651
損耗	syun2 hou3	1651
八角	baat3 gok3	1650
沉降	cam4 gong3	1650
黑山	hak1 saan1	1650
露底	lou6 dai2	1650
闢謠	pik1 jiu4	1650
罪證	zeoi6 zing3	1650
慘痛	caam2 tung3	1649
來來去去	loi4 loi4 heoi3 heoi3	1649
鬆散	sung1 saan2	1649
博弈	bok3 jik6	1648
網店	mong5 dim3	1648
損友	syun2 jau5	1648
嘖嘖稱奇	zik1 zik1 cing1 kei4	1648
都似	dou1 ci5	1647
發圍	faat3 wai4	1647
落班	lok6 baan1	1647
面目全非	min6 muk6 cyun4 fei1	1647
乒乓	bing1 bam1	1646
保温	bou2 wan1	1646
多少錢	do1 siu2 cin2	1646
當正	dong1 zeng3	1646
相當好	soeng1 dong1 hou2	1646
敷藥	fu1 joek6	1645
坪洲	ping4 zau1	1645
憤慨	fan5 koi3	1644
無間	mou4 gaan3	1644
鬧翻	naau6 faan1	1644
闡述	zin2 seot6	1644
前瞻	cin4 zim1	1643
浮屍	fau4 si1	1643
有米	jau5 mai5	1643
運河	wan6 ho4	1643
出生地	ceot1 sang1 dei6	1642
登報	dang1 bou3	1642
禁毒	gam3 duk6	1642
更年期	gang1 nin4 kei4	1642
電油	din6 jau4	1641
翻撻	faan1 taat1	1641
房東	fong4 dung1	1641
鼓手	gu2 sau2	1641
鮮果	sin1 gwo2	1641
得心應手	dak1 sam1 jing3 sau2	1640
漁業	jyu4 jip6	1640
乳豬	jyu5 zyu1	1640
誠懇	sing4 han2	1640
庭園	ting4 jyun4	1640
弧形	wu4 jing4	1640
側目	zak1 muk6	1640
照常	ziu3 soeng4	1640
技師	gei6 si1	1639
開闢	hoi1 pik1	1639
眼紅	ngaan5 hung4	1639
聲望	sing1 mong6	1639
爽脆	song2 ceoi3	1639
通波仔	tung1 bo1 zai2	1639
翻炒	faan1 caau2	1638
夥同	fo2 tung4	1638
各樣	gok3 joeng6	1638
起跑	hei2 paau2	1638
面書	min6 syu1	1638
斬首	zaam2 sau2	1638
古典音樂	gu2 din2 jam1 ngok6	1637
喉嚨痛	hau4 lung4 tung3	1637
起腳	hei2 goek3	1637
易燃	ji6 jin4	1637
露骨	lou6 gwat1	1637
賣弄	maai6 lung6	1637
煞有介事	saat3 jau5 gaai3 si6	1637
成形	sing4 jing4	1637
出車	ceot1 ce1	1636
反智	faan2 zi3	1636
氣喘	hei3 cyun2	1636
無家可歸	mou4 gaa1 ho2 gwai1	1636
耐人尋味	noi6 jan4 cam4 mei6	1636
孫子	syun1 zi2	1636
童軍	tung4 gwan1	1636
追夢	zeoi1 mung6	1636
筆名	bat1 meng2	1635
默許	mak6 heoi2	1635
直銷	zik6 siu1	1635
傭人	jung4 jan4	1634
容積	jung4 zik1	1634
雜工	zaap6 gung1	1634
表弟	biu2 dai2	1633
物有所值	mat6 jau5 so2 zik6	1633
爭辯	zang1 bin6	1633
多寡	do1 gwaa2	1632
鏗鏘	hang1 coeng1	1632
天光	tin1 gwong1	1632
區別	keoi1 bit6	1631
來頭	loi4 tau4	1631
西德	sai1 dak1	1631
最尾	zeoi3 mei1	1631
表證	biu2 zing3	1630
蘋果樹	ping4 gwo2 syu6	1630
十二碼	sap6 ji6 maa5	1630
成功爭取	sing4 gung1 zang1 ceoi2	1630
陣地	zan6 dei6	1630
個體	go3 tai2	1629
易主	jik6 zyu2	1629
履新	lei5 san1	1629
綿羊	min4 joeng2	1629
賠錢	pui4 cin2	1629
威水史	wai1 seoi2 si2	1629
知己	zi1 gei2	1629
徐徐	ceoi4 ceoi4	1628
除淨	ceoi4 zing6	1628
大盜	daai6 dou6	1628
隔壁	gaak3 bik1	1628
學期	hok6 kei4	1628
迎頭	jing4 tau4	1628
魚露	jyu4 lou6	1628
避難所	bei6 naan6 so2	1627
獨子	duk6 zi2	1627
教員	gaau3 jyun4	1627
趕客	gon2 haak3	1627
狹小	haap6 siu2	1627
紅油	hung4 jau2	1627
耀眼	jiu6 ngaan5	1627
權勢	kyun4 sai3	1627
雙臂	soeng1 bei3	1627
陳設	can4 cit3	1626
特約	dak6 joek3	1626
構圖	kau3 tou4	1626
精神奕奕	zing1 san4 jik6 jik6	1626
中史	zung1 si2	1626
出廠	ceot1 cong2	1625
肯德基	hang2 dak1 gei1	1625
悠久	jau4 gau2	1625
僅次	gan2 ci3	1624
欺壓	hei1 aat3	1624
吃虧	hek3 kwai1	1624
墊支	zin3 zi1	1624
爆大冷	baau3 daai6 laang5	1623
滿面	mun5 min6	1623
水牛	seoi2 ngau4	1623
擇日	zaak6 jat2	1623
掣肘	zai3 zaau2	1623
遊歷	jau4 lik6	1622
花瓣	faa1 faan2	1621
蘭州	laan4 zau1	1621
力氣	lik6 hei3	1621
沙律醬	saa1 leot2 zoeng3	1621
釘牌	deng1 paai4	1620
貨不對辦	fo3 bat1 deoi3 baan6	1620
斧頭	fu2 tau2	1620
敬佩	ging3 pui3	1620
綠豆	luk6 dau2	1620
遭逢	zou1 fung4	1620
沸騰	fai3 tang4	1619
學藝	hok6 ngai6	1619
郵差	jau4 caai1	1619
療傷	liu4 soeng1	1619
呃人	ngaak1 jan4	1619
傷風	soeng1 fung1	1619
狙擊手	zeoi1 gik1 sau2	1619
慌張	fong1 zoeng1	1618
險象環生	him2 zoeng6 waan4 sang1	1618
賣旗	maai6 kei4	1618
新穎	san1 wing6	1618
手遊	sau2 jau4	1618
鬆動	sung1 dung6	1618
啞鈴	aa2 ling4	1617
官兵	gun1 bing1	1617
下嫁	haa6 gaa3	1617
滅火筒	mit6 fo2 tung2	1617
蒲點	pou4 dim2	1617
收留	sau1 lau4	1617
誠心	sing4 sam1	1617
鼻咽癌	bei6 jin1 ngaam4	1616
飆車	biu1 ce1	1616
佛像	fat6 zoeng6	1616
家教	gaa1 gaau3	1616
浩劫	hou6 gip3	1616
忍者	jan2 ze2	1616
車龍	ce1 lung4	1615
舊患	gau6 waan6	1615
嚇窒	haak3 zat6	1615
沙包	saa1 baau1	1615
三十一日	saam1 sap6 jat1 jat6	1615
探戈	taam3 gwo1	1615
表露無遺	biu2 lou6 mou4 wai4	1614
懺悔	caam3 fui3	1614
錢財	cin4 coi4	1614
圓潤	jyun4 jeon6	1614
利益輸送	lei6 jik1 syu1 sung3	1614
免除	min5 ceoi4	1614
上等	soeng6 dang2	1614
公憤	gung1 fan5	1613
説明書	syut3 ming4 syu1	1613
提攜	tai4 kwai4	1613
回佣	wui4 jung2	1613
泉水	cyun4 seoi2	1612
的骰	dik1 sik1	1612
後盾	hau6 teon5	1612
胸肌	hung1 gei1	1612
幽靈	jau1 ling4	1612
退學	teoi3 hok6	1612
招收	ziu1 sau1	1612
中門大開	zung1 mun4 daai6 hoi1	1612
主謀	zyu2 mau4	1612
黑市	hak1 si5	1611
一應俱全	jat1 jing3 keoi1 cyun4	1611
屏風	ping4 fung1	1611
尚且	soeng6 ce2	1611
意料之外	ji3 liu6 zi1 ngoi6	1610
意料中事	ji3 liu6 zung1 si6	1610
旗開得勝	kei4 hoi1 dak1 sing3	1610
夢遊	mung6 jau4	1610
拼音	ping3 jam1	1610
竊匪	sit3 fei2	1610
花旗國	faa1 kei4 gwok3	1609
法證	faat3 zing3	1609
魚子醬	jyu4 zi2 zoeng3	1609
收聲	sau1 seng1	1609
春茗	ceon1 ming5	1608
訓示	fan3 si6	1608
方言	fong1 jin4	1608
錄製	luk6 zai3	1608
愛隊	oi3 deoi2	1608
焦慮症	ziu1 leoi6 zing3	1608
慚愧	caam4 kwai5	1607
歸屬感	gwai1 suk6 gam2	1607
恐怖片	hung2 bou3 pin2	1607
性情	sing3 cing4	1607
掃墓	sou3 mou6	1607
全馬	cyun4 maa5	1606
公事	gung1 si6	1606
去街	heoi3 gaai1	1606
海豹	hoi2 paau3	1606
有講有笑	jau5 gong2 jau5 siu3	1606
困惑	kwan3 waak6	1606
哀求	oi1 kau4	1606
升格	sing1 gaak3	1606
炸毀	zaa3 wai2	1606
重挫	cung5 co3	1605
道教	dou6 gaau3	1605
動植物	dung6 zik6 mat6	1605
公仔箱	gung1 zai2 soeng1	1605
餘生	jyu4 sang1	1605
靈車	ling4 ce1	1605
叉電	caa1 din6	1604
佳話	gaai1 waa6	1604
抗命	kong3 ming6	1604
謎團	mai4 tyun4	1604
詩意	si1 ji3	1604
發電機	faat3 din6 gei1	1603
人像	jan4 zoeng6	1603
山羊	saan1 joeng4	1603
頭等	tau4 dang2	1603
租借	zou1 ze3	1603
青馬大橋	cing1 maa5 daai6 kiu4	1602
古靈精怪	gu2 ling4 zing1 gwaai3	1602
胸襟	hung1 kam1	1602
離棄	lei4 hei3	1602
指責	zi2 zaak3	1602
緝兇	cap1 hung1	1601
印章	jan3 zoeng1	1601
主子	zyu2 zi2	1601
車公	ce1 gung1	1600
秤先	cing3 sin1	1600
分割	fan1 got3	1600
骸骨	haai4 gwat1	1600
入紙	jap6 zi2	1600
榕樹	jung4 syu6	1600
免職	min5 zik1	1600
專一	zyun1 jat1	1600
斃命	bai6 ming6	1599
倒後鏡	dou3 hau6 geng3	1599
以資	ji5 zi1	1599
領帶	ling5 daai2	1599
探監	taam3 gaam1	1599
眺望	tiu3 mong6	1599
脱衣舞	tyut3 ji1 mou5	1599
不無	bat1 mou4	1598
戴眼鏡	daai3 ngaan5 geng2	1598
獨木舟	duk6 muk6 zau1	1598
酷似	huk6 ci5	1598
女優	neoi5 jau1	1598
按時	on3 si4	1598
荷葉	ho4 jip6	1597
增肥	zang1 fei4	1597
續期	zuk6 kei4	1597
大亂	daai6 lyun6	1596
缺一不可	kyut3 jat1 bat1 ho2	1596
內定	noi6 ding6	1596
噴射	pan3 se6	1596
判案	pun3 on3	1596
深淺	sam1 cin2	1596
患處	waan6 cyu3	1596
請客	ceng2 haak3	1595
超載	ciu1 zoi3	1595
全名	cyun4 meng2	1595
等閒	dang2 haan4	1595
後樓梯	hau6 lau4 tai1	1595
影圈	jing2 hyun1	1595
煲仔飯	bou1 zai2 faan6	1594
對講機	deoi3 gong2 gei1	1594
錦鯉	gam2 lei5	1594
我國	ngo5 gwok3	1594
拋開	paau1 hoi1	1594
胎盤	toi1 pun2	1594
救星	gau3 sing1	1593
行行	hong4 hong4	1593
嚎哭	hou4 huk1	1593
職權	zik1 kyun4	1593
經常性	ging1 soeng4 sing3	1592
連聲	lin4 sing1	1592
成本效益	sing4 bun2 haau6 jik1	1592
成家立室	sing4 gaa1 laap6 sat1	1592
吃不消	hek3 bat1 siu1	1591
印記	jan3 gei3	1591
人山人海	jan4 saan1 jan4 hoi2	1591
外孫	ngoi6 syun1	1591
甚至乎	sam6 zi3 fu4	1591
燒豬	siu1 zyu1	1591
皇朝	wong4 ciu4	1591
酒席	zau2 zik6	1591
馬伕	maa5 fu1	1590
港聞	gong2 man4	1589
廣傳	gwong2 cyun4	1589
垃圾站	laap6 saap3 zaam6	1589
性教育	sing3 gaau3 juk6	1589
熟女	suk6 neoi5	1589
果真	gwo2 zan1	1588
狠狠	han2 han2	1588
買大	maai5 daai6	1588
止跌	zi2 dit3	1588
偵察機	zing1 caat3 gei1	1588
左膠	zo2 gaau1	1588
全家福	cyun4 gaa1 fuk1	1587
簡短	gaan2 dyun2	1587
後花園	hau6 faa1 jyun2	1587
開賭	hoi1 dou2	1587
原型	jyun4 jing4	1587
殘餘	caan4 jyu4	1586
賭馬	dou2 maa5	1586
紡織品	fong2 zik1 ban2	1586
手淫	sau2 jam4	1586
天秤	tin1 ping4	1586
鐵腕	tit3 wun2	1586
側面	zak1 min6	1586
情場	cing4 coeng4	1585
打交	daa2 gaau1	1585
輕身	heng1 san1	1585
由細到大	jau4 sai3 dou3 daai6	1585
歷任	lik6 jam6	1585
熟人	suk6 jan4	1585
打消	daa2 siu1	1584
廢棄	fai3 hei3	1584
海運	hoi2 wan6	1584
寒流	hon4 lau4	1584
門神	mun4 san4	1584
頭像	tau4 zoeng6	1584
正直	zing3 zik6	1584
才藝	coi4 ngai6	1583
盜墓	dou6 mou6	1583
開飯	hoi1 faan6	1583
判定	pun3 ding6	1583
委任證	wai2 jam6 zing3	1583
取悦	ceoi2 jyut6	1582
重手	cung5 sau2	1582
串連	cyun3 lin4	1582
銜接	haam4 zip3	1582
義肢	ji6 zi1	1582
飛的	fei1 dik1	1581
攪拌機	gaau2 bun6 gei1	1581
陽台	joeng4 toi4	1581
淋浴	lam4 juk6	1581
疲於奔命	pei4 jyu1 ban1 ming6	1581
談何容易	taam4 ho4 jung4 ji6	1581
大帽山	daai6 mou6 saan1	1580
異鄉	ji6 hoeng1	1580
難堪	naan4 ham1	1580
生辰	sang1 san4	1580
跳繩	tiu3 sing2	1580
滑稽	waat6 kai1	1580
積怨	zik1 jyun3	1580
班主任	baan1 zyu2 jam6	1579
充沛	cung1 pui3	1579
偏袒	pin1 taan2	1579
十號	sap6 hou6	1579
載歌載舞	zoi3 go1 zoi3 mou5	1579
霸主	baa3 zyu2	1578
抽離	cau1 lei4	1578
蘆薈	lou4 wui6	1578
熟習	suk6 zaap6	1578
總和	zung2 wo4	1578
趨之若鶩	ceoi1 zi1 joek6 mou6	1577
紅茶	hung4 caa4	1577
無名指	mou4 ming4 zi2	1577
須要	seoi1 jiu3	1577
飛虎隊	fei1 fu2 deoi6	1576
幹線	gon3 sin3	1576
器皿	hei3 ming5	1576
豪賭	hou4 dou2	1576
量力而為	loeng6 lik6 ji4 wai4	1576
鴕鳥	to4 niu5	1576
保佑	bou2 jau6	1575
尋仇	cam4 sau4	1575
顛倒	din1 dou2	1575
關西	gwaan1 sai1	1575
紅利	hung4 lei6	1575
幼滑	jau3 waat6	1575
物主	mat6 zyu2	1575
嫵媚	mou4 mei4	1575
星球	sing1 kau4	1575
虐殺	joek6 saat3	1574
謝票	ze6 piu3	1574
行為不檢	hang4 wai4 bat1 gim2	1573
離巢	lei4 caau4	1573
實時	sat6 si4	1573
改觀	goi2 gun1	1572
顯眼	hin2 ngaan5	1572
儀態	ji4 taai3	1572
原訂	jyun4 ding6	1572
借鏡	ze3 geng3	1572
次要	ci3 jiu3	1571
冠心病	gun1 sam1 beng6	1571
好聽	hou2 teng1	1571
歷歷在目	lik1 lik1 zoi6 muk6	1571
脱貧	tyut3 pan4	1571
變異	bin3 ji6	1570
姑勿論	gu1 mat6 leon6	1570
過失	gwo3 sat1	1570
義氣	ji6 hei3	1570
認領	jing6 leng5	1570
門鎖	mun4 so2	1570
雙向	soeng1 hoeng3	1570
温室	wan1 sat1	1570
即棄	zik1 hei3	1570
頂包	ding2 baau1	1569
燃眉之急	jin4 mei4 zi1 gap1	1569
肉酸	juk6 syun1	1569
屢見不鮮	leoi5 gin3 bat1 sin2	1569
索馬里	sok3 maa5 lei5	1568
嘈吵	cou4 caau2	1567
候鳥	hau6 niu5	1567
論調	leon6 diu6	1567
逃命	tou4 ming6	1567
這般	ze2 bun1	1567
炙手可熱	zek3 sau2 ho2 jit6	1567
軍備	gwan1 bei6	1566
海藻	hoi2 zou2	1566
使乜	sai2 mat1	1566
採集	coi2 zaap6	1565
打包	daa2 baau1	1565
連年	lin4 nin4	1565
喝令	hot3 ling6	1564
豪邁	hou4 maai6	1564
奇異	kei4 ji6	1564
拾荒	sap6 fong1	1564
草原	cou2 jyun4	1563
鉸剪	gaau3 zin2	1563
濕透	sap1 tau3	1563
土著	tou2 zyu3	1563
蒸餾水	zing1 lau6 seoi2	1563
犯太歲	faan6 taai3 seoi3	1562
月光	jyut6 gwong1	1562
老撾	lou5 wo1	1562
配有	pui3 jau5	1562
自欺欺人	zi6 hei1 hei1 jan4	1562
斑馬	baan1 maa5	1561
拆散	caak3 saan3	1561
斐濟	fei2 zai3	1561
國軍	gwok3 gwan1	1561
斬獲	zaam2 wok6	1561
節儉	zit3 gim6	1560
約束力	joek3 cuk1 lik6	1559
利器	lei6 hei3	1559
叔父	suk1 fu2	1559
同房	tung4 fong2	1559
回信	wui4 seon3	1559
叔父	suk1 fu6	1559
慘情	caam2 cing4	1558
炒價	caau2 gaa3	1558
大腸桿菌	daai6 coeng4 gon3 kwan2	1558
大陣仗	daai6 zan6 zoeng6	1558
大專生	daai6 zyun1 sang1	1558
雞蛋仔	gai1 daan6 zai2	1558
開水	hoi1 seoi2	1558
孔雀	hung2 zoek2	1558
沒落	mut6 lok6	1558
愛丁堡	oi3 ding1 bou2	1558
死都	sei2 dou1	1558
震央	zan3 joeng1	1558
除名	ceoi4 ming4	1557
義無反顧	ji6 mou4 faan2 gu3	1557
狼人	long4 jan4	1557
天國	tin1 gwok3	1557
邊緣化	bin1 jyun4 faa3	1556
方圓	fong1 jyun4	1556
僵化	goeng1 faa3	1556
觀星	gun1 sing1	1556
慳電膽	haan1 din6 daam2	1556
椰汁	je4 zap1	1556
養眼	joeng5 ngaan5	1556
愚昧	jyu4 mui6	1556
台詞	toi4 ci4	1556
再接再厲	zoi3 zip3 zoi3 lai6	1556
在所難免	zoi6 so2 naan4 min5	1556
駐場	zyu3 coeng4	1556
洋溢	joeng4 jat6	1555
埋去	maai4 heoi3	1555
四大天王	sei3 daai6 tin1 wong4	1555
聖誕卡	sing3 daan3 kaat1	1555
盛宴	sing6 jin3	1555
座騎	zo6 ke4	1555
不爭	bat1 zang1	1554
炒燶	caau2 nung1	1554
詞語	ci4 jyu5	1554
填滿	tin4 mun5	1554
作業系統	zok3 jip6 hai6 tung2	1554
從來沒	cung4 loi4 mut6	1553
鬼片	gwai2 pin2	1553
起跑線	hei2 paau2 sin3	1553
與時並進	jyu5 si4 bing6 zeon3	1553
藍寶石	laam4 bou2 sek6	1553
眼皮	ngaan5 pei4	1553
咆哮	paau4 haau1	1553
痛風	tung3 fung1	1553
對症下藥	deoi3 zing3 haa6 joek6	1552
倒掛	dou3 gwaa3	1552
意境	ji3 ging2	1552
淮山	waai4 saan1	1552
斬釘截鐵	zaam2 deng1 zit6 tit3	1552
捷運	zit3 wan6	1552
必能	bit1 nang4	1551
清光	cing1 gwong1	1551
雄厚	hung4 hau5	1551
作嘔	zok3 au2	1551
固體	gu3 tai2	1550
異物	ji6 mat6	1550
留神	lau4 san4	1550
天性	tin1 sing3	1550
話雖如此	waa6 seoi1 jyu4 ci2	1550
穿崩	cyun1 bang1	1549
特效	dak6 haau6	1549
燈位	dang1 wai2	1549
改道	goi2 dou6	1549
骨子裏	gwat1 zi2 leoi5	1549
賄選	kui2 syun2	1549
新紮	san1 zaat3	1549
接踵而來	zip3 zung2 ji4 loi4	1549
九號	gau2 hou6	1548
一絲不苟	jat1 si1 bat1 gau2	1548
沖洗	cung1 sai2	1547
風速	fung1 cuk1	1547
名正言順	ming4 zing3 jin4 seon6	1547
誣吿	mou4 gou3	1547
能耐	nang4 noi6	1547
星際	sing1 zai3	1547
敍舊	zeoi6 gau6	1547
充分	cung1 fan6	1546
戲稱	hei3 cing1	1546
另起爐灶	ling6 hei2 lou4 zou3	1546
盛況	sing6 fong3	1546
現鈔	jin6 caau1	1545
陽性	joeng4 sing3	1545
路徑	lou6 ging3	1545
滅火	mit6 fo2	1545
煲煙	bou1 jin1	1544
剖白	fau2 baak6	1544
疑心	ji4 sam1	1544
營養不良	jing4 joeng5 bat1 loeng4	1544
幻滅	waan6 mit6	1544
靜脈	zing6 mak6	1544
清明節	cing1 ming4 zit3	1543
禱吿	tou2 gou3	1543
查獲	caa4 wok6	1542
催淚	ceoi1 leoi6	1542
千祈	cin1 kei4	1542
堆砌	deoi1 cai3	1542
肥牛	fei4 ngau4	1542
放狗	fong3 gau2	1542
溶化	jung4 faa3	1542
樹立	syu6 laap6	1542
並存	bing6 cyun4	1541
出土	ceot1 tou2	1541
滄桑	cong1 song1	1541
大車	daai6 ce1	1541
二讀	ji6 duk6	1541
煙蒂	jin1 dai3	1541
手稿	sau2 gou2	1541
守門員	sau2 mun4 jyun4	1541
爭端	zang1 dyun1	1541
割脈	got3 mak6	1540
如出一轍	jyu4 ceot1 jat1 cit3	1540
論盡	leon6 zeon6	1540
眼中釘	ngaan5 zung1 deng1	1540
狩獵	sau3 lip6	1540
食道	sik6 dou6	1540
永恆	wing5 hang4	1540
長命	coeng4 meng6	1539
入楔	jap6 sit3	1539
銷路	siu1 lou6	1539
肥皂	fei4 zou6	1538
禁書	gam3 syu1	1538
冧巴	lam1 baa1	1538
拍得住	paak3 dak1 zyu6	1538
天井	tin1 zeng2	1538
大波	daai6 bo1	1537
燈箱	dang1 soeng1	1537
火藥味	fo2 joek6 mei6	1537
假天花	gaa2 tin1 faa1	1537
預報	jyu6 bou3	1537
搜尋器	sau2 cam4 hei3	1537
射燈	se6 dang1	1537
台山	toi4 saan1	1537
指教	zi2 gaau3	1537
買起	maai5 hei2	1536
病危	beng6 ngai4	1535
隨街	ceoi4 gaai1	1535
茫茫	mong4 mong4	1535
私有	si1 jau5	1535
通透	tung1 tau3	1535
廿三條	jaa6 saam1 tiu4	1534
垃圾車	laap6 saap3 ce1	1534
勞動節	lou4 dung6 zit3	1534
貓兒	maau1 ji1	1534
心理醫生	sam1 lei5 ji1 sang1	1534
素描	sou3 miu4	1534
墜機	zeoi6 gei1	1534
風車	fung1 ce1	1533
建構	gin3 kau3	1533
逆線	jik6 sin3	1533
娛樂場	jyu4 lok6 coeng4	1533
契爺	kai3 je4	1533
硬照	ngaang6 ziu3	1533
外匯	ngoi6 wui6	1533
集齊	zaap6 cai4	1533
重擔	cung5 daam3	1532
閃耀	sim2 jiu6	1532
查封	caa4 fung1	1531
防不勝防	fong4 bat1 sing1 fong4	1531
尾二	mei1 ji2	1531
十二生肖	sap6 ji6 sang1 ciu3	1531
首本	sau2 bun2	1531
執到	zap1 dou2	1531
表表者	biu2 biu2 ze2	1530
拮据	git3 geoi3	1530
叫喊	giu3 haam3	1530
高樓大廈	gou1 lau4 daai6 haa6	1530
稀疏	hei1 so1	1530
懸念	jyun4 nim6	1530
失信	sat1 seon3	1530
收割	sau1 got3	1530
僧人	zang1 jan4	1530
報應	bou3 jing3	1529
帶菌者	daai3 kwan2 ze2	1529
大龍鳳	daai6 lung4 fung6	1529
黑眼圈	hak1 ngaan5 hyun1	1529
依歸	ji1 gwai1	1529
伊人	ji1 jan4	1529
耳熟能詳	ji5 suk6 nang4 coeng4	1529
肉金	juk6 gam1	1529
元兇	jyun4 hung1	1529
退位	teoi3 wai6	1529
塗抹	tou4 mut3	1529
錦上添花	gam2 soeng6 tim1 faa1	1528
坑口	haang1 hau2	1528
滑鐵盧	waat6 tit3 lou4	1528
遺漏	wai4 lau6	1528
重讀	cung4 duk6	1527
寄生蟲	gei3 sang1 cung4	1527
果欄	gwo2 laan1	1527
紅底	hung4 dai2	1527
緣故	jyun4 gu3	1527
木偶	muk6 ngau5	1527
耍樂	saa2 lok6	1527
衫褲	saam1 fu3	1527
雜技	zaap6 gei6	1527
驚呼	ging1 fu1	1526
國家公園	gwok3 gaa1 gung1 jyun2	1526
擋箭牌	dong2 zin3 paai4	1525
有路	jau5 lou6	1525
麻雀館	maa4 zoek3 gun2	1525
深淵	sam1 jyun1	1525
雜質	zaap6 zat1	1525
衝力	cung1 lik6	1524
開心果	hoi1 sam1 gwo2	1524
疑團	ji4 tyun4	1524
老餅	lou5 beng2	1524
鐵娘子	tit3 noeng4 zi2	1524
叛逆	bun6 jik6	1523
方位	fong1 wai2	1523
金舖	gam1 pou2	1523
起死回生	hei2 sei2 wui4 sang1	1523
慕容	mou6 jung4	1523
摔角	seot1 gok3	1523
架次	gaa3 ci3	1522
教養	gaau3 joeng5	1522
櫃台	gwai6 toi2	1522
拼圖	ping3 tou4	1522
天眼	tin1 ngaan5	1522
拜會	baai3 wui6	1521
百般	baak3 bun1	1521
報銷	bou3 siu1	1521
固有	gu3 jau5	1521
面額	min6 ngaak2	1521
大件事	daai6 gin6 si6	1520
遞增	dai6 zang1	1520
下肢	haa6 zi1	1520
寬免	fun1 min5	1519
工匠	gung1 zoeng6	1519
考起	haau2 hei2	1519
強壯	koeng4 zong3	1519
審閲	sam2 jyut6	1519
打低	daa2 dai1	1518
金多寶	gam1 do1 bou2	1518
歷險	lik6 him2	1518
赤膊	cek3 bok3	1517
礦物	kwong3 mat6	1517
絲巾	si1 gan1	1517
華山	waa6 saan1	1517
顫抖	zin3 dau2	1517
哲學家	zit3 hok6 gaa1	1517
閉塞	bai3 sak1	1516
人母	jan4 mou5	1516
一如所料	jat1 jyu4 so2 liu6	1516
